i,smiles,A_G_eV
49379,O=CN1C(CC1=O)C#N,-57.55188985
49380,O=CC1C2C1C1CC2C1,-76.55968671
49381,O=CC1C2C1C1CC2O1,-69.13732223
49382,O=CC1C2C3CC(C3)N12,-71.05134297
49383,O=CN1C2C1C1CC2C1,-71.77709749
49384,O=CN1C2C1C1CC2O1,-64.3305421
49385,O=CC1C2C1C1CCC21,-76.15225083
49386,O=CC1C2C1C1OCC21,-68.67815753
49387,O=CC1C2C3CCC3N12,-70.55644973
49388,O=CC1C2C3OCC3N12,-63.14709229
49389,O=CN1C2C1C1CCC21,-71.38900889
49390,O=CN1C2C1C1OCC21,-63.78990655
49391,O=CC1C2C3C1C2C3=O,-63.92702465
49392,O=CC1C2C3N1C2C3=O,-58.35312872
49393,O=CN1C2C3C1C2C3=O,-59.08922356
49394,O=CC1C2C3C(N13)C2=O,-59.29472385
49395,O=CC1C2C3C1C(=O)N23,-59.66112498
49396,O=CC1C2C3C2C(=O)C13,-64.60423409
49397,O=CC1C2C3C2C(=O)N13,-59.31896918
49398,O=CC1C2C3N2C1C3=O,-59.62762778
49399,O=CN1C2C3C2C(=O)C13,-59.83949553
49400,O=CC1C2C3C2C2C3C12,-71.43945878
49401,O=CC1C2C3C2C2C3N12,-66.34804769
49402,O=CC1C2C3C2N2C3C12,-66.39014368
49403,O=CN1C2C3C2C2C3C12,-66.95412659
49404,O=CC1C2C3C4C1C2N34,-65.58936741
49405,O=CC1C2C3C4C2C1N34,-65.50514821
49406,O=CC1C2C3C4C3C2C14,-70.57449088
49407,O=CC1C2C3C4C3N1C24,-65.26737524
49408,O=CC1C2C3C4C3N2C14,-65.43643949
49409,O=CN1C2C3N4C3C1C24,-61.1233553
49410,O=CN1C2C3C4C3C1C24,-66.15081966
49411,O=CC1C2C3C1N=CN23,-62.14250284
49412,O=CC1C2C3C=CC1C23,-71.77671653
49413,O=CC1C2C3C=CC1N23,-66.77736152
49414,O=CC1C2C3N=CN1C23,-61.74480863
49415,O=CC1C2C=CC3C2N13,-66.61588923
49416,O=CN1C2C3C=CC1C23,-67.30281312
49417,O=CC1C2C3C=CC2C13,-71.04946538
49418,O=CC1C2C3C=CC2N13,-65.60542212
49419,O=CN1C2C3C=CC2C13,-66.26080803
49420,O=CC1C2C3CC1CC23,-77.93552092
49421,O=CC1C2C3CC1CN23,-72.8198645
49422,O=CC1C2C3CC1OC23,-70.31530255
49423,O=CC1C2C3CN1CC23,-72.53354644
49424,O=CC1C2C3OC1OC23,-62.83277373
49425,O=CC1C2CC3C(C2)N13,-72.86228703
49426,O=CN1C2C3CC1CC23,-73.54787756
49427,O=CC1C2C3CC=C1C23,-69.83434154
49428,O=CC1C2C3CN=C1N23,-60.51597025
49429,O=CC1C2C3N2CC=C13,-64.44880272
49430,O=CC1N2C3CC=C1C23,-64.5480426
49431,O=CN1C2C3CC=C1C23,-64.8897086
49432,O=CN1C2C3CN=C1C23,-60.16505239
49433,O=CC1C2C3C1CCN23,-71.99372723
49434,O=CC1C2C3CCC1C23,-77.08034911
49435,O=CC1C2C3CCC1N23,-72.13759375
49436,O=CC1C2C3CCN1C23,-71.69208916
49437,O=CC1C2C3COC1C23,-69.53270347
49438,O=CC1C2C3OCC1C23,-69.48720606
49439,O=CC1C2CCC3C2N13,-71.86583377
49440,O=CC1C2OCC3C2N13,-64.30224227
49441,O=CN1C2C3CCC1C23,-72.69047442
49442,O=CN1C2C3OCC1C23,-64.9823089
49443,O=CC1C2C3CCC2C13,-76.65013731
49444,O=CC1C2C3CCC2N13,-71.23880212
49445,O=CC1C2C3CCN2C13,-71.30223182
49446,O=CC1C2C3COC2C13,-69.11337622
49447,O=CN1C2C3CCC2C13,-71.87524891
49448,O=CN1C2C3COC2C13,-64.2707315
49449,O=CC1C2C=CC(=O)C12,-66.00880351
49450,O=CN1C2C=CC(=O)C12,-61.13647118
49451,N=CN1C2C=CC1C2=O,-62.37883361
49452,O=CC1C2C=CC1C2=O,-65.08375289
49453,O=CN1C2C=CC1C2=O,-60.4538739
49454,O=CC1C2C=CC1C=C2,-72.24137793
49455,O=CN1C2C=CC1C=C2,-67.62148551
49456,N=C1CC2C(O1)C2C=O,-65.97223142
49457,N=C1OC2C(O1)C2C=O,-58.56692847
49458,O=CC1C2CC(=O)CC12,-71.04981913
49459,O=CC1C2CC(=O)CN12,-65.83217449
49460,O=CC1C2CC(=O)NC12,-66.73621792
49461,O=CC1C2CC(=O)OC12,-64.11804849
49462,O=CC1C2NC(=O)NC12,-62.11733232
49463,O=CC1C2NC(=O)OC12,-59.5224014
49464,O=CC1C2OC(=O)OC12,-56.86874834
49465,O=CN1C2CC(=O)CC12,-66.40905559
49466,O=CC1C2C(CN12)C#C,-65.69160054
49467,O=CC1C2C(CN12)C#N,-62.41567781
49468,O=CC1C2CC(C#C)C12,-70.90342195
49469,O=CC1C2CC(C#C)N12,-65.57731277
49470,O=CC1C2CC(C#N)C12,-67.62494135
49471,O=CC1C2CC(C#N)N12,-62.27570251
49472,O=CC1C2NC(C#N)C12,-62.29787977
49473,O=CC1C2OC(C#C)C12,-63.20399127
49474,O=CC1C2OC(C#N)C12,-59.81897815
49475,O=CN1C2CC(C#C)C12,-66.25220923
49476,O=CN1C2CC(C#N)C12,-62.89786333
49477,N=C1C2CC(C2)N1C=O,-68.59423765
49478,N=CN1C2CC(C2)C1=O,-68.39681915
49479,O=CC1C2CC(C2)C1=O,-70.6982482
49480,O=C[C-]1C2CC([NH2+]2)C1=O,-66.77646354
49481,O=CN1C2CC(C2)C1=O,-66.50990093
49482,O=CC1C2C(CN12)C=O,-64.58573035
49483,O=CC1C2CC(C=O)C12,-69.79687148
49484,O=CC1C2CC(C=O)N12,-64.52170199
49485,O=CC1C2CN(C=O)C12,-65.35543124
49486,O=CC1C2OC(C=O)C12,-62.04786168
49487,O=CC1CC2C1N2C=O,-65.04557534
49488,O=CC1C2CC1(C2)C#C,-70.38662356
49489,O=CC1C2CC1(C2)C#N,-67.08582964
49490,O=CC1C2CC1(N2)C#N,-61.71857686
49491,O=CC1C2CC1(O2)C#C,-62.54471414
49492,O=CC1C2CC1(O2)C#N,-59.1367074
49493,O=CC1N2CC1(C2)C#C,-64.78573394
49494,O=CC1N2CC1(C2)C#N,-61.44053106
49495,O=CN1C2CC1(C2)C#C,-65.60332684
49496,O=CN1C2CC1(C2)C#N,-62.21281702
49497,O=CC1C2CC1(C2)C=O,-69.24129688
49498,O=CC1C2CC1(N2)C=O,-63.95592313
49499,O=CC1C2CC1(O2)C=O,-61.38950973
49500,O=CC1N2CC1(C2)C=O,-63.60726381
49501,O=CN1C2CC1(C2)C=O,-64.42346894
49502,N=C1OC2CC1C2C=O,-65.52452271
49503,O=CC1C2CC(=O)C1N2,-65.32498171
49504,O=CC1C2CC(=O)C1O2,-62.92224472
49505,O=CC1C2CC1C(=O)C2,-70.63903625
49506,O=CC1C2CC1C(=O)N2,-66.01506212
49507,O=CC1C2CC1C(=O)O2,-63.6457407
49508,O=CC1C2CN1CC2=O,-65.10612064
49509,O=CN1C2CC1C(=O)C2,-65.9697824
49510,O=CC1C2CC1C1CC21,-76.37429563
49511,O=CC1C2CC1C1NC21,-71.37077727
49512,O=CC1C2CC1C1OC21,-69.01375539
49513,O=CC1C2CC1N1CC21,-71.19518228
49514,O=CC1C2CN1C1CC21,-70.83710783
49515,O=CC1C2NC1C1OC21,-63.84484631
49516,O=CC1C2OC1C1CC21,-68.8529906
49517,O=CC1C2OC1C1NC21,-63.75640935
49518,O=CC1C2OC1C1OC21,-61.33767207
49519,O=CN1C2CC1C1CC21,-71.96795806
49520,O=CN1C2CC1C1NC21,-66.86656039
49521,O=CN1C2CC1C1OC21,-64.48817758
49522,O=CC1C2CC1C21CC1,-75.53115125
49523,O=CC1C2CC1C21CN1,-70.51078905
49524,O=CC1C2CC1C21CO1,-68.17352262
49525,O=CC1C2CN1C21CC1,-70.02367827
49526,O=CC1C2NC1C21NC1,-65.31023315
49527,O=CC1C2NC1C21CO1,-62.95408203
49528,O=CC1C2OC1C21CC1,-67.7722093
49529,O=CC1C2OC1C21NC1,-62.72237719
49530,O=CN1C2CC1C21CC1,-70.78219528
49531,O=CN1C2CC1C21CN1,-65.76017319
49532,O=CN1C2CC1C21CO1,-63.40772282
49533,O=CC1C2CC1C2C#C,-70.2879007
49534,O=CC1C2CC1C2C#N,-67.0259374
49535,O=CC1C2CN1C2C#C,-64.65435743
49536,O=CC1C2CN1C2C#N,-61.32599839
49537,O=CC1C2NC1C2C#N,-61.74660458
49538,O=CC1C2OC1C2C#C,-62.53834667
49539,O=CC1C2OC1C2C#N,-59.20552497
49540,O=CN1C2CC1C2C#C,-65.46770536
49541,O=CN1C2CC1C2C#N,-62.13510134
49542,O=CC1C2CC1C2C=O,-69.09411057
49543,O=CC1C2CC1N2C=O,-64.3008817
49544,O=CC1C2CN1C2C=O,-63.4576829
49545,O=CC1C2OC1C2C=O,-61.32450176
49546,O=CC1C2CC1C=CC2,-77.50852006
49547,O=CC1C2CC1N=CO2,-65.62226596
49548,O=CC1C2CC=CC1O2,-69.92952692
49549,O=CC1C2CN1CC=C2,-72.03021768
49550,O=CN1C2CC1C=CC2,-73.05165097
49551,O=CC1C2CC1CCC2,-82.54175323
49552,O=CC1C2CC1COC2,-74.93922226
49553,O=CC1C2CC1OCC2,-74.89671809
49554,O=CC1C2CC1OCO2,-67.43291069
49555,O=CC1C2CCCC1O2,-75.04980928
49556,O=CC1C2CN1CCO2,-69.46233486
49557,O=CC1C2COCC1O2,-67.47187738
49558,O=CN1C2CC1CCC2,-78.22064168
49559,O=CN1C2CC1COC2,-70.54733393
49560,O=CC1C2CC2C11CC1,-76.32994109
49561,O=CC1C2CC2C11CN1,-71.30650401
49562,O=CC1C2CC2C11CO1,-68.93182194
49563,O=CC1C2CN2C11CC1,-71.21752282
49564,O=CC1C2NC2C11CC1,-71.15939933
49565,O=CC1C2NC2C11CN1,-66.12657433
49566,O=CC1C2NC2C11CO1,-63.73235449
49567,O=CC1C2OC2C11CC1,-68.80507137
49568,O=CC1C2OC2C11CN1,-63.74370164
49569,O=CC1N2CC2C11CC1,-71.05790091
49570,O=CC1N2CC2C11CN1,-66.07974355
49571,O=CC1N2CC2C11CO1,-63.68865303
49572,O=CN1C2CC2C11CC1,-71.82912563
49573,O=CC1C(C#C)C2CN12,-65.64890589
49574,O=CC1C(C#N)C2CN12,-62.35407126
49575,O=CC1C2CC2C1C#C,-70.86608794
49576,O=CC1C2CC2C1C#N,-67.59144415
49577,O=CC1C2CN2C1C#C,-65.6917638
49578,O=CC1C2CN2C1C#N,-62.35505087
49579,O=CC1C2NC2C1C#C,-65.72686647
49580,O=CC1C2NC2C1C#N,-62.44982808
49581,O=CC1C2OC2C1C#C,-63.37185823
49582,O=CC1C2OC2C1C#N,-60.0626832
49583,O=CN1C2CC2C1C#C,-66.37294609
49584,O=CN1C2CC2C1C#N,-63.04836943
49585,O=CC1C2CC2C1C=O,-69.77483027
49586,O=CC1C2CC2N1C=O,-65.29570228
49587,O=CC1C2CN2C1C=O,-64.58333575
49588,O=CC1C2NC2C1C=O,-64.63933676
49589,O=CC1C2OC2C1C=O,-62.26821938
49590,O=CC1C2CC2C2CC12,-76.96470078
49591,O=CC1C2CC2C2CN12,-71.76580477
49592,O=CC1C2CC2C2NC12,-72.04134713
49593,O=CC1C2CC2C2OC12,-69.71472035
49594,O=CC1C2CC2N2CC12,-71.73628043
49595,O=CC1C2NC2C2CN12,-66.77219135
49596,O=CC1C2NC2C2NC12,-66.85543094
49597,O=CC1C2NC2C2OC12,-64.52045027
49598,O=CC1C2OC2C2CN12,-64.43397253
49599,O=CC1C2OC2C2OC12,-62.14394504
49600,O=CN1C2CC2C2CC12,-72.66304536
49601,N=C1CC2CC2N1C=O,-69.04945671
49602,N=C1NC2CC2N1C=O,-64.03660485
49603,N=C1OC2CC2C1C=O,-65.94687042
49604,N=C1OC2CC2N1C=O,-61.52227402
49605,N=CN1C2CC2CC1=O,-68.90727729
49606,N=CN1C2CC2NC1=O,-64.29418771
49607,N=CN1C2CC2OC1=N,-63.78296765
49608,N=CN1C2CC2OC1=O,-61.71351555
49609,O=CC1C2CC2CC1=O,-71.03773728
49610,O=CC1C2CC2NC1=O,-66.71006779
49611,O=CC1C2CC2OC1=O,-64.0876806
49612,O=CC1C2NC2CC1=O,-65.99206851
49613,O=CN1C2CC2CC1=O,-66.99992333
49614,O=CN1C2CC2NC1=O,-62.41782751
49615,O=CN1C2CC2OC1=O,-59.80365815
49616,O=CC1C2CC3(CC3)C12,-76.33287992
49617,O=CC1C2CC3(CC3)N12,-71.1452222
49618,O=CC1C2CC3(CN3)C12,-71.31164696
49619,O=CC1C2CC3(CO3)C12,-68.97552341
49620,O=CC1C2N1CC21CC1,-71.23692453
49621,O=CC1C2N1CC21CN1,-66.16788119
49622,O=CC1C2N1CC21CO1,-63.78748474
49623,O=CC1C2OC3(CC3)C12,-68.71611739
49624,O=CN1C2CC3(CC3)C12,-71.55633162
49625,O=CN1C2CC3(CN3)C12,-66.49985994
49626,O=CN1C2CC3(CO3)C12,-64.13072899
49627,O=CC1C2CC3C2CC13,-76.58483002
49628,O=CC1C2CC3C2CN13,-71.1849236
49629,O=CC1C2CC3C2OC13,-69.07938922
49630,O=CC1C2CN3C2CC13,-71.3521919
49631,O=CC1C2NC3C2NC13,-66.44532835
49632,O=CC1C2NC3C2OC13,-63.96473962
49633,O=CC1C2OC3C2OC13,-61.62396292
49634,O=CN1C2CC3C2CC13,-72.25873878
49635,O=CC1C2CC3CC1C23,-76.4390859
49636,O=CC1C2CC3CC1N23,-71.39924037
49637,O=CC1C2CC3CN1C23,-71.08056798
49638,O=CC1C2CC3OC1C23,-68.96131907
49639,O=CC1C2CN3CC1C23,-71.1078882
49640,O=CC1C2OC3CN1C23,-63.53050053
49641,O=CN1C2CC3CC1C23,-72.17370324
49642,O=CN1C2CN3CC1C23,-66.78386503
49643,O=CC1C2C3CC2N1C3,-71.19678776
49644,O=CC1C2CC3CC2C13,-76.64230044
49645,O=CC1C2CC3CC2N13,-71.40898204
49646,O=CC1C2CC3CN2C13,-71.38441017
49647,O=CC1C2CC3OC2C13,-69.14009779
49648,O=CC1C2CN3CC2C13,-71.17749489
49649,O=CC1C2OC3CC2C13,-69.17536373
49650,O=CN1C2CC3CC2C13,-72.25476592
49651,O=CN1C2CC3OC2C13,-64.71653542
49652,O=CC1C2C3CC3CN12,-71.62280901
49653,O=CC1C2C3NC3CN12,-66.73382332
49654,O=CC1C2C3OC3CN12,-64.40436655
49655,O=CC1C2CC3CC3C12,-76.85479404
49656,O=CC1C2CC3CC3N12,-71.54152864
49657,O=CC1C2CC3CN3C12,-71.66572134
49658,O=CC1C2CC3NC3C12,-72.00248929
49659,O=CC1C2CC3OC3C12,-69.71926464
49660,O=CC1C2CN3CC3C12,-71.68370806
49661,O=CC1C2OC3CC3C12,-69.20728267
49662,O=CN1C2CC3CC3C12,-72.38434648
49663,O=CN1C2CC3NC3C12,-67.40629797
49664,O=CN1C2CC3OC3C12,-65.06748049
49665,O=CN1C2CN3CC3C12,-67.28352026
49666,O=CC1C2CC=CCC12,-77.73157168
49667,O=CC1C2CC=CCN12,-72.40304069
49668,O=CC1C2CN=COC12,-65.67290632
49669,O=CN1C2CC=CCC12,-73.12365226
49670,N=C1OCC2C(C=O)C12,-66.06442355
49671,N=C1OCC2C(C=O)N12,-60.82745883
49672,N=C1OCC2C1N2C=O,-61.2162005
49673,N=CN1C2COC(=O)C12,-61.27475938
49674,O=CC1C2CCC(=O)C12,-71.10105815
49675,O=CC1C2CCC(=O)N12,-66.13666975
49676,O=CC1C2CNC(=O)C12,-66.75450396
49677,O=CC1C2CNC(=O)N12,-61.64080676
49678,O=CC1C2COC(=O)C12,-64.18991373
49679,O=CC1C2COC(=O)N12,-59.03167151
49680,O=CC1C2N1CCC2=O,-65.77557483
49681,O=CC1C2NCC(=O)C12,-65.82131715
49682,O=CC1C2OCC(=O)C12,-63.33060579
49683,O=CN1C2CCC(=O)C12,-66.32293159
49684,O=CN1C2CNC(=O)C12,-61.9541185
49685,O=CN1C2COC(=O)C12,-59.306588
49686,N=CN1C2CCC12C#N,-64.94217212
49687,O=CC1C2CCC12C#C,-71.06652691
49688,O=CC1C2CCC12C#N,-67.81691758
49689,O=CC1C2CNC12C#N,-62.44024968
49690,O=CC1C2COC12C#C,-63.33950391
49691,O=CC1C2NCC12C#N,-62.48748862
49692,O=CC1C2OCC12C#C,-63.35640217
49693,O=CC1N2CCC12C#C,-65.82724923
49694,O=CC1N2CCC12C#N,-62.47110737
49695,O=CN1C2CCC12C#C,-66.3196118
49696,O=CN1C2CCC12C#N,-62.94142874
49697,O=CC1C2CCC12C=O,-70.05584211
49698,O=C[C-]1C2C[NH2+]C12C=O,-64.45742873
49699,O=C[C-]1C2[NH2+]CC12C=O,-64.46205466
49700,O=CC1N2CCC12C=O,-64.79057756
49701,O=CN1C2CCC12C=O,-65.34748552
49702,O=CC1C2CCC1C2=O,-70.56439546
49703,O=C[C-]1C2C[NH2+]C1C2=O,-65.6709471
49704,O=CN1C2CCC1C2=O,-65.92371354
49705,O=CC1C2CCC1C=C2,-77.82678428
49706,O=CC1C2COC1C=C2,-70.23391334
49707,O=CN1C2CCC1C=C2,-73.40262326
49708,O=CC1C2CCC1CC2,-83.17781907
49709,O=CC1C2CCC1OC2,-75.63833684
49710,O=CC1C2COC1CO2,-68.05262249
49711,O=CC1C2COC1OC2,-68.27336115
49712,O=CN1C2CCC1CC2,-78.88005488
49713,N=C1C2CCC2N1C=O,-68.38680536
49714,N=C1C2NCC2N1C=O,-63.10314593
49715,N=C1C2OCC2N1C=O,-60.66021774
49716,N=CN1C2CCC2C1=O,-68.35736266
49717,N=CN1C2CNC2C1=N,-65.0366228
49718,N=CN1C2COC2C1=N,-62.61072893
49719,N=CN1C2COC2C1=O,-60.60745488
49720,O=CC1C2CCC2C1=O,-70.25252591
49721,O=CC1C2CCN2C1=O,-65.5422101
49722,O=C[C-]1C2C[NH2+]C2C1=O,-64.04865949
49723,O=CN1C2CCC2C1=O,-66.41596728
49724,O=CN1C2COC2C1=O,-58.64899797
49725,O=CC1C2C=CCCN12,-72.34883564
49726,O=CC1C2CCC=CC12,-77.66901274
49727,O=CC1C2COC=NC12,-65.71032196
49728,O=CC1C2OCC=CC12,-70.03766492
49729,O=CN1C2CCC=CC12,-73.04582774
49730,O=CC1C2CCCCC12,-82.6950349
49731,O=CC1C2CCCCN12,-77.41311699
49732,O=CC1C2CCCOC12,-74.97557665
49733,O=CC1C2CCOCC12,-75.11971529
49734,O=CC1C2COCCN12,-69.7698778
49735,O=CC1C2COCOC12,-67.68118726
49736,O=CC1C2OCCOC12,-67.33894982
49737,O=CN1C2CCCCC12,-78.09380947
49738,O=CN1C2CCOCC12,-70.44847501
49739,O=CC1C=C2CC3C1C23,-69.79382381
49740,O=CC1C=C2CC3C2N13,-64.47715697
49741,O=CC1C=C2CN3C1C23,-64.53851862
49742,O=CC1N=C2CC3C1N23,-60.58304628
49743,O=CC1N=C2NC3C1C23,-59.5238436
49744,O=CC1N=C2OC3C1C23,-57.01514553
49745,O=CN1C=C2CC3C1C23,-65.55826481
49746,N=C1N(C=O)C=CC1=O,-57.95578826
49747,N=CN1C=CC(=O)C1=N,-59.96167459
49748,N=CN1C=CC(=O)C1=O,-57.7470226
49749,O=CC1C=CC(=O)C1=O,-59.48155713
49750,C1=CN(C(=O)C1=O)C=O,-55.71319019
49751,O=CC1C=CC2CC1C2,-77.43869568
49752,O=CC1C=CC2CC1O2,-69.92960855
49753,O=CC1C=CC2CN1C2,-72.01206769
49754,O=CN1C=CC2CC1C2,-73.32654026
49755,O=CN1C=NC2CC1C2,-68.71731469
49756,O=CC1C=CC2CCC12,-77.56354146
49757,O=CC1C=CC2CCN12,-72.36276786
49758,O=CC1C=CC2COC12,-70.15184384
49759,O=CC1C=CC2OCC12,-70.07151586
49760,O=CN1C=CC2CCC12,-73.49769979
49761,O=CN1C=CC2OCC12,-65.94540101
49762,O=CN1C=NC2CCC12,-68.9728839
49763,O=CC1C=CC=CC=C1,-73.12596523
49764,C1=CC=CN(C=C1)C=O,-68.89832474
49765,O=CC1C=CCC11CC1,-77.56792249
49766,O=CC1C=CCC11CN1,-72.54473031
49767,O=CC1C=CCC11CO1,-70.17935453
49768,O=CC1N=COC11CC1,-65.77954769
49769,C1CC12CC=CN2C=O,-73.31883944
49770,C1CC12CN=CN2C=O,-68.75889367
49771,N=CN1C=NCC1C#C,-65.22938816
49772,N=CN1C=NCC1C#N,-61.89874336
49773,O=CC1C=CCC1C#C,-72.09160653
49774,O=CC1C=CCC1C#N,-68.82123492
49775,O=CC1N=CNC1C#C,-62.6793288
49776,O=CC1N=CNC1C#N,-59.34373153
49777,O=CC1N=COC1C#C,-60.1878011
49778,O=CC1N=COC1C#N,-56.77193028
49779,O=CN1C=CCC1C#C,-67.86301365
49780,O=CN1C=CCC1C#N,-64.54200168
49781,O=CN1C=NCC1C#C,-63.31204763
49782,O=CN1C=NCC1C#N,-59.94529334
49783,O=CC1C=CCC2CC12,-77.67328492
49784,O=CC1C=CCC2CN12,-72.43983047
49785,O=CC1C=CCC2NC12,-72.67953545
49786,O=CC1C=CCC2OC12,-70.33693559
49787,O=CC1C=CCN2CC12,-72.40943537
49788,O=CC1N=COC2CC12,-65.68724672
49789,O=CN1C=CCC2CC12,-73.53233987
49790,N=C1CCC=CN1C=O,-69.53991449
49791,N=C1CCN=CN1C=O,-64.83498653
49792,N=C1NCC=CN1C=O,-64.92399492
49793,N=C1OCC=CC1C=O,-66.31909479
49794,N=C1OCC=CN1C=O,-61.97322089
49795,N=CN1C=CCCC1=O,-69.7430746
49796,N=CN1C=CCNC1=O,-65.27025964
49797,N=CN1C=CCOC1=N,-64.27769761
49798,N=CN1C=CCOC1=O,-62.11828472
49799,N=CN1C=NCCC1=N,-66.79711697
49800,N=CN1C=NCCC1=O,-65.05997015
49801,O=CC1C=CCCC1=O,-71.45105082
49802,O=CC1C=CCNC1=O,-67.17037537
49803,O=CC1C=CCOC1=O,-64.44757821
49804,C1CC(=O)N(C=C1)C=O,-67.76499828
49805,C1C=CN(C(=O)N1)C=O,-63.31583001
49806,C1C=CN(C(=O)O1)C=O,-60.22951613
49807,C1CN=CN(C1=O)C=O,-63.04913135
49808,N=CN1C=NCCN=C1,-66.36606162
49809,O=CC1C=CCCC=C1,-77.79774974
49810,O=CC1C=CCOC=N1,-65.66836202
49811,C1CC=CN(C=C1)C=O,-73.87016906
49812,C1CN=CN(C=C1)C=O,-69.13046496
49813,C1CN=CN(C=N1)C=O,-64.42556421
49814,N=C1NC(CC1=O)C=O,-62.26174307
49815,N=C1OC(CC1=O)C=O,-59.52716339
49816,C1C(CC(=O)C1=O)C=O,-64.35824328
49817,O=CC1CC(=O)C(=O)N1,-60.22567933
49818,O=CC1CC(=O)C(=O)O1,-57.56511458
49819,C1C(=O)C(=O)CN1C=O,-59.98088582
49820,N=C1NC(C=O)C11CO1,-60.21128451
49821,N=C1OC(C=O)C11CC1,-65.44215388
49822,N=C1OC(C=O)C11CN1,-60.27495912
49823,O=CC1CC(=O)C11CC1,-70.46221675
49824,O=CC1CC(=O)C11CN1,-65.25945673
49825,O=CC1NC(=O)C11CC1,-66.04336195
49826,O=CC1NC(=O)C11CN1,-60.84130942
49827,O=CC1NC(=O)C11CO1,-58.45416454
49828,O=CC1OC(=O)C11CC1,-63.66065253
49829,C1CC12C(=O)CN2C=O,-65.95035348
49830,N=C1NC(C=O)C1C#N,-58.94146581
49831,N=C1OC(C=O)C1C#C,-59.76776635
49832,N=C1OC(C=O)C1C#N,-56.43959778
49833,N=CN1CC(=O)C1C#C,-62.22206889
49834,N=CN1CC(=O)C1C#N,-58.85017165
49835,O=CC1CC(=O)C1C#C,-64.81150311
49836,O=CC1CC(=O)C1C#N,-61.46333419
49837,O=CC1NC(=O)C1C#C,-60.54342652
49838,O=CC1OC(=O)C1C#C,-57.97159806
49839,O=CN1CC(=O)C1C#C,-60.33335473
49840,O=CN1CC(=O)C1C#N,-56.9308719
49841,N=C1CC(C=O)N1C=O,-61.83261973
49842,N=C1OC(C=O)C1C=O,-58.73114911
49843,N=CN1C(CC1=N)C=O,-63.79006982
49844,N=CN1C(CC1=O)C=O,-61.81392551
49845,O=CC1CC(=O)N1C=O,-59.85149574
49846,O=CC1NC(=O)C1C=O,-59.50226498
49847,N=C1NC(C=O)C2OC12,-60.98996515
49848,N=C1OC(C=O)C2CC12,-65.99487128
49849,N=C1OC(C=O)C2CN12,-60.86253429
49850,N=C1OC(C=O)C2NC12,-60.88819462
49851,N=C1OC(C=O)C2OC12,-58.45481762
49852,O=CC1CC(=O)C2CC12,-71.06990113
49853,O=CC1CC(=O)C2CN12,-65.81739871
49854,O=CC1CC(=O)C2NC12,-65.95021742
49855,O=CC1CC(=O)C2OC12,-63.5239698
49856,O=CC1CC(=O)N2CC12,-66.05198795
49857,O=CC1NC(=O)C2CC12,-66.76500755
49858,O=CC1NC(=O)C2NC12,-61.56066927
49859,O=CC1NC(=O)C2OC12,-59.12745554
49860,O=CC1NC(=O)N2CC12,-61.68167824
49861,O=CC1OC(=O)C2CC12,-64.12408942
49862,O=CC1OC(=O)C2NC12,-58.98279988
49863,O=CC1OC(=O)C2OC12,-56.51266032
49864,O=CC1OC(=O)N2CC12,-59.06092373
49865,O=CN1CC(=O)C2CC12,-66.66266558
49866,N=C1CC(=O)CN1C=O,-62.78997024
49867,N=C1CC(C=O)C(=O)N1,-63.05304979
49868,N=C1CC(C=O)C(=O)O1,-60.43768313
49869,N=C1CN(C=O)C(=O)N1,-58.75917682
49870,N=C1CN(C=O)C(=O)O1,-56.13926586
49871,N=C1NC(=N)C(O1)C=O,-57.6010608
49872,N=C1NC(=O)C(O1)C=O,-55.74584384
49873,N=C1NC(=O)CC1C=O,-63.06932219
49874,N=C1NC(=O)CN1C=O,-58.59422148
49875,N=C1NC(=O)NC1C=O,-58.5002334
49876,N=C1NC(C=O)C(=O)N1,-58.24352131
49877,N=C1OC(=O)CC1C=O,-60.46421422
49878,[NH2+]=C1OC(=O)O[C-]1C=O,-53.2231319
49879,N=CN1CC(=N)NC1=O,-60.67499351
49880,N=CN1CC(=N)OC1=O,-58.08651169
49881,N=CN1CC(=O)CC1=N,-64.87689204
49882,N=CN1CC(=O)CC1=O,-62.65456645
49883,N=CN1CC(=O)NC1=N,-60.89586822
49884,N=CN1CC(=O)NC1=O,-58.83398088
49885,O=CC1CC(=O)NC1=O,-61.22079922
49886,C1C(=O)CN(C1=O)C=O,-60.71646364
49887,C1C(=O)NC(=O)N1C=O,-56.9064633
49888,N=C1CC=CC(O1)C=O,-66.26535233
49889,O=CC1CC(=O)CC=C1,-71.42479185
49890,O=CC1CC(=O)NC=C1,-67.28262228
49891,O=CC1CC(=O)NC=N1,-62.76207858
49892,O=CC1CC(=O)OC=N1,-60.05133606
49893,O=CC1NC(=O)CC=C1,-67.17159988
49894,O=CC1NC(=O)NC=C1,-62.82363071
49895,O=CC1OC(=O)CC=C1,-64.40937345
49896,O=CC1OC(=O)NC=C1,-60.04978501
49897,C1C=CN(CC1=O)C=O,-67.20689303
49898,C1C(=O)CN(C=N1)C=O,-62.47265842
49899,C1C(=O)NC=CN1C=O,-63.01236879
49900,N=C1C(CN1C=O)C#C,-62.87631192
49901,N=C1C(CN1C=O)C#N,-59.54280993
49902,N=CN1CC(C#C)C1=O,-62.87503299
49903,N=CN1CC(C#N)C1=O,-59.54523174
49904,O=CN1CC(C#C)C1=O,-60.91624954
49905,O=CN1CC(C#N)C1=O,-57.555128
49906,O=CC1CC(C1)C1CC1,-81.89529265
