i,smiles,A_G_eV,status
75302,[H]C([H])(C#N)[N@H+]1C(C([H])([H])[H])(C([H])([H])[H])[C@@]1([H])C([H])([H])[H],-79.9844741821289,OK
75303,[H]C#CC([H])([H])[C@]1([H])[N@H+](C([H])([H])[H])C1(C([H])([H])[H])C([H])([H])[H],-83.21183013916016,OK
75304,[H]C([H])([H])[N@@H+]1C(C([H])([H])[H])(C([H])([H])[H])[C@]1([H])C([H])([H])C#N,-79.99127960205078,OK
75305,[H]C#CC([H])([H])[N@@H+]1[C@]([H])(C#C[H])[C@]1([H])C([H])([H])[H],-72.22947692871094,OK
75306,[H]C#C[C@@]1([H])[N@@H+](C([H])([H])C#N)[C@@]1([H])C([H])([H])[H],-68.98865509033203,OK
75307,[H]C#CC([H])([H])[N@@H+]1[C@]([H])(C#N)[C@]1([H])C([H])([H])[H],-68.94193267822266,OK
75308,[H]C([H])(C#N)[N@@H+]1[C@]([H])(C#N)[C@]1([H])C([H])([H])[H],-65.64883422851562,OK
75309,[H]C#CC([H])([H])[C@@]1([H])[C@@]([H])(C#C[H])[C@@]1([H])C([H])([H])[H],-77.58845520019531,OK
75310,[H]C#CC([H])([H])[C@@]1([H])[C@@]([H])(C#N)[C@@]1([H])C([H])([H])[H],-74.35144805908203,OK
75311,[H]C#C[C@]1([H])[C@]([H])(C([H])([H])C#N)[C@]1([H])C([H])([H])[H],-74.37651062011719,OK
75312,[H]C([H])(C#N)[C@@]1([H])[C@@]([H])(C#N)[C@@]1([H])C([H])([H])[H],-71.09146881103516,OK
75313,[H]C#CC([H])([H])[C@]1([H])[N@H+](C([H])([H])[H])[C@]1([H])C#C[H],-72.25059509277344,OK
75314,[H]C#CC([H])([H])[C@]1([H])[N@H+](C([H])([H])[H])[C@]1([H])C#N,-68.96707153320312,OK
75315,[H]C#C[C@@]1([H])[N@@H+](C([H])([H])[H])[C@@]1([H])C([H])([H])C#N,-69.0078353881836,OK
75316,[H]C([H])([H])[N@@H+]1[C@]([H])(C#N)[C@]1([H])C([H])([H])C#N,-65.68775177001953,OK
75317,[H]N([H])[C@]1([H])[C@]([H])(C#N)[C@]1([H])C([H])([H])C#N,-66.08917236328125,OK
75318,[H]C#CC([H])([H])[C@@]1([H])[C@@]([H])(C#C[H])[C@@]1([H])O[H],-70.17449951171875,OK
75319,[H]C#CC([H])([H])[C@@]1([H])[C@@]([H])(C#N)[C@@]1([H])O[H],-66.89996337890625,OK
75320,[H]C#C[C@@]1([H])[C@@]([H])(O[H])[C@@]1([H])C([H])([H])C#N,-66.97095489501953,OK
75321,[H]O[C@]1([H])[C@]([H])(C#N)[C@]1([H])C([H])([H])C#N,-63.64096450805664,OK
75322,[H]C#CC([H])([H])[N@@H+]1[C@]([H])(C([H])=O)[C@]1([H])C([H])([H])[H],-71.15422058105469,OK
75323,[H]C(=O)[C@@]1([H])[N@@H+](C([H])([H])C#N)[C@@]1([H])C([H])([H])[H],-67.90058135986328,OK
75324,[H]C#CC([H])([H])[C@@]1([H])[C@@]([H])(C([H])=O)[C@@]1([H])C([H])([H])[H],-76.44340515136719,OK
75325,[H]C#CC([H])([H])[C@@]1([H])N(C([H])=O)[C@@]1([H])C([H])([H])[H],-71.8017349243164,OK
75326,[H]C(=O)[C@]1([H])[C@]([H])(C([H])([H])C#N)[C@]1([H])C([H])([H])[H],-73.18280029296875,OK
75327,[H]C(=O)N1[C@@]([H])(C([H])([H])[H])[C@@]1([H])C([H])([H])C#N,-68.52127075195312,OK
75328,[H]C#CC([H])([H])[C@]1([H])[N@H+](C([H])([H])[H])[C@]1([H])C([H])=O,-71.15413665771484,OK
75329,[H]C(=O)[C@@]1([H])[N@@H+](C([H])([H])[H])[C@@]1([H])C([H])([H])C#N,-67.9084701538086,OK
75330,[H]C#CC([H])([H])[C@]1([H])[C@]([H])(O[H])[C@]1([H])C([H])=O,-69.01779174804688,OK
75331,[H]O[C@]1([H])[C@]([H])(C([H])=O)[C@]1([H])C([H])([H])C#N,-65.77485656738281,OK
75332,[H]C#CC([H])([H])[C@@]1([H])C([H])([H])C(=O)[C@@]1([H])C([H])([H])[H],-76.87489318847656,OK
75333,[H]C#CC([H])([H])[C@@]1([H])N([H])C(=O)[C@@]1([H])C([H])([H])[H],-72.6944580078125,OK
75334,[H]C#CC([H])([H])[C@@]1([H])OC([N-][H])[C@@]1([H])C([H])([H])[H],-72.04979705810547,OK
75335,[H]C#CC([H])([H])[C@@]1([H])OC(=O)[C@@]1([H])C([H])([H])[H],-70.26467895507812,OK
75336,[H]C([H])(C#N)[C@@]1([H])C([H])([H])C(=O)[C@@]1([H])C([H])([H])[H],-73.63545989990234,OK
75337,[H]N1C(=O)[C@@]([H])(C([H])([H])[H])[C@@]1([H])C([H])([H])C#N,-69.43293762207031,OK
75338,[H][N-]C1O[C@]([H])(C([H])([H])C#N)[C@]1([H])C([H])([H])[H],-68.78146362304688,OK
75339,[H]C([H])([H])[C@]1([H])C(=O)O[C@]1([H])C([H])([H])C#N,-66.97792053222656,OK
75340,[H]C#CC([H])([H])[N@@H+]1C([H])([H])C(=O)[C@@]1([H])C([H])([H])[H],-71.62296295166016,OK
75341,[H]C([H])(C#N)[N@@H+]1C([H])([H])C(=O)[C@@]1([H])C([H])([H])[H],-68.34254455566406,OK
75342,[H]C#CC([H])([H])[C@]1([H])N(C([H])([H])[H])C(=O)C1([H])[H],-72.65898132324219,OK
75343,[H]C([H])([H])N1C(=O)C([H])([H])[C@]1([H])C([H])([H])C#N,-69.4046859741211,OK
75344,[H]C#CC([H])([H])[C@@]1([H])OC([N-][H])[C@@]1([H])N([H])[H],-67.07933807373047,OK
75345,[H]C#CC([H])([H])[C@@]1([H])OC(=O)[C@@]1([H])N([H])[H],-65.27035522460938,OK
75346,[H]N([H])[C@]1([H])C(=O)N([H])[C@]1([H])C([H])([H])C#N,-64.48560333251953,OK
75347,[H][N-][C@@H]1O[C@]([H])(C([H])([H])C#N)[C@]1([H])N([H])[H],-63.849266052246094,OK
75348,[H]N([H])[C@]1([H])C(=O)O[C@]1([H])C([H])([H])C#N,-62.01102828979492,OK
75349,[H]C#CC([H])([H])[C@@]1([H])C([H])([H])C(=O)[C@@]1([H])O[H],-69.44275665283203,OK
75350,[H]C#CC([H])([H])[C@@]1([H])N([H])C(=O)[C@@]1([H])O[H],-65.23372650146484,OK
75351,[H]C#CC([H])([H])[C@@]1([H])O[C@@H]([N-][H])[C@@]1([H])O[H],-64.59820556640625,OK
75352,[H]C#CC([H])([H])[C@@]1([H])OC(=O)[C@@]1([H])O[H],-62.75139617919922,OK
75353,[H]O[C@]1([H])C(=O)C([H])([H])[C@]1([H])C([H])([H])C#N,-66.20384216308594,OK
75354,[H]O[C@]1([H])C(=O)N([H])[C@]1([H])C([H])([H])C#N,-61.98297500610352,OK
75355,[H][N-][C@@H]1O[C@]([H])(C([H])([H])C#N)[C@]1([H])O[H],-61.33482360839844,OK
75356,[H]O[C@]1([H])C(=O)O[C@]1([H])C([H])([H])C#N,-59.47122573852539,OK
75357,[H]C#C[C@]1([H])C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])[C@]1([H])O[H],-81.31595611572266,OK
75358,[H]O[C@@]1([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[C@@]1([H])C#N,-78.03951263427734,OK
75359,[H]N([H])[C@@]1([H])C(C([H])([H])[H])(C([H])([H])[H])N([H])[C@@]1([H])C#N,-75.42166900634766,OK
75360,[H]O[C@@]1([H])C(C([H])([H])[H])(C([H])([H])[H])N([H])[C@@]1([H])C#N,-72.93827819824219,OK
75361,[H]C#C[C@]1([H])OC(C([H])([H])[H])(C([H])([H])[H])[C@]1([H])O[H],-73.94882202148438,OK
75362,[H]N([H])[C@@]1([H])C(C([H])([H])[H])(C([H])([H])[H])O[C@@]1([H])C#N,-73.10137939453125,OK
75363,[H]O[C@@]1([H])C(C([H])([H])[H])(C([H])([H])[H])O[C@@]1([H])C#N,-70.6023178100586,OK
75364,[H]C#C[C@]1([H])C([H])([H])[C@](O[H])(C([H])([H])[H])[C@]1([H])O[H],-74.00703430175781,OK
75365,[H]O[C@]1(C([H])([H])[H])C([H])([H])[C@@]([H])(C#N)[C@@]1([H])O[H],-70.72640228271484,OK
75366,[H]C#C[C@]1([H])C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])[C@@]1([H])C([H])([H])[H],-88.65007781982422,OK
75367,[H]C([H])([H])C1(C([H])([H])[H])C([H])([H])[C@@]([H])(C#N)[C@]1([H])C([H])([H])[H],-85.44561004638672,OK
75368,[H]C#C[C@]1([H])C([H])([H])[C@@](O[H])(C([H])([H])[H])[C@@]1([H])C([H])([H])[H],-81.36203002929688,OK
75369,[H]O[C@@]1(C([H])([H])[H])C([H])([H])[C@@]([H])(C#N)[C@]1([H])C([H])([H])[H],-78.14909362792969,OK
75370,[H]N1C(C([H])([H])[H])(C([H])([H])[H])[C@@]([H])(C([H])([H])[H])[C@]1([H])C#N,-80.36880493164062,OK
75371,[H]C#C[C@]1([H])OC(C([H])([H])[H])(C([H])([H])[H])[C@@]1([H])C([H])([H])[H],-81.2982177734375,OK
75372,[H]C([H])([H])C1(C([H])([H])[H])O[C@@]([H])(C#N)[C@]1([H])C([H])([H])[H],-78.02436065673828,OK
75373,[H]C([H])([H])[N@H+]1C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[C@@]1([H])C#N,-80.20203399658203,OK
75374,[H]O[C@@]1([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[C@@]1([H])C([H])=O,-80.2485122680664,OK
75375,[H]O[C@@]1([H])C(C([H])([H])[H])(C([H])([H])[H])N([H])[C@@]1([H])C([H])=O,-75.11791229248047,OK
75376,[H]O[C@@]1([H])C(C([H])([H])[H])(C([H])([H])[H])O[C@@]1([H])C([H])=O,-72.80562591552734,OK
75377,[H]O[C@]1(C([H])([H])[H])C([H])([H])[C@@]([H])(C([H])=O)[C@@]1([H])O[H],-72.96298217773438,OK
75378,[H]C(=O)[C@]1([H])C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])[C@@]1([H])C([H])([H])[H],-87.5684814453125,OK
75379,[H]O[C@@]1(C([H])([H])[H])C([H])([H])[C@@]([H])(C([H])=O)[C@]1([H])C([H])([H])[H],-80.29544830322266,OK
75380,[H]C(=O)[C@]1([H])OC(C([H])([H])[H])(C([H])([H])[H])[C@@]1([H])C([H])([H])[H],-80.20083618164062,OK
75381,[H]C(=O)N1C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])[C@@]1([H])C([H])([H])[H],-83.28423309326172,OK
75382,[H]O[C@@]1(C([H])([H])[H])C([H])([H])N(C([H])=O)[C@]1([H])C([H])([H])[H],-75.9535140991211,OK
75383,[H]C#C[C@]1([H])C([H])([H])C2(C([H])([H])C2([H])[H])[C@@]1([H])C([H])([H])[H],-83.10015106201172,OK
75384,[H]C1([H])C([H])([H])C12C([H])([H])[C@@]([H])(C#N)[C@]2([H])C([H])([H])[H],-79.88817596435547,OK
75385,[H]N1C([H])([H])[C@@]12C([H])([H])[C@@]([H])(C#N)[C@]2([H])C([H])([H])[H],-74.85594940185547,OK
75386,[H]C#C[C@]1([H])C([H])([H])[C@]2(OC2([H])[H])[C@@]1([H])C([H])([H])[H],-75.741943359375,OK
75387,[H]C1([H])O[C@]12C([H])([H])[C@@]([H])(C#N)[C@]2([H])C([H])([H])[H],-72.5034408569336,OK
75388,[H]N1C2(C([H])([H])C2([H])[H])[C@@]([H])(C([H])([H])[H])[C@]1([H])C#N,-74.72759246826172,OK
75389,[H]C#C[C@]1([H])OC2(C([H])([H])C2([H])[H])[C@@]1([H])C([H])([H])[H],-75.58191680908203,OK
75390,[H]C1([H])C([H])([H])C12O[C@@]([H])(C#N)[C@]2([H])C([H])([H])[H],-72.2890396118164,OK
75391,[H]C([H])([H])[N@H+]1C2(C([H])([H])C2([H])[H])C([H])([H])[C@@]1([H])C#N,-74.53395080566406,OK
75392,[H]N1C([H])([H])[C@@]12C([H])([H])[C@@]([H])(C#N)[C@]2([H])N([H])[H],-69.89068603515625,OK
75393,[H]N([H])[C@]1([H])[C@@]2(OC2([H])[H])C([H])([H])[C@@]1([H])C#N,-67.52165985107422,OK
75394,[H]N1C2(C([H])([H])C2([H])[H])[C@@]([H])(N([H])[H])[C@]1([H])C#N,-69.77320861816406,OK
75395,[H]N([H])[C@]1([H])C2(O[C@@]1([H])C#N)C([H])([H])C2([H])[H],-67.31678771972656,OK
75396,[H]C#C[C@]1([H])C([H])([H])C2(C([H])([H])C2([H])[H])[C@@]1([H])O[H],-75.73297119140625,OK
75397,[H]O[C@]1([H])C2(C([H])([H])C2([H])[H])C([H])([H])[C@@]1([H])C#N,-72.51332092285156,OK
75398,[H]C#C[C@]1([H])C([H])([H])[C@]2(N([H])C2([H])[H])[C@@]1([H])O[H],-70.70707702636719,OK
75399,[H]O[C@]1([H])[C@@]2(N([H])C2([H])[H])C([H])([H])[C@@]1([H])C#N,-67.47319793701172,OK
75400,[H]C#C[C@]1([H])C([H])([H])[C@]2(OC2([H])[H])[C@@]1([H])O[H],-68.33560943603516,OK
75401,[H]O[C@]1([H])[C@@]2(OC2([H])[H])C([H])([H])[C@@]1([H])C#N,-65.0894775390625,OK
75402,[H]O[C@]1([H])C2(N([H])[C@@]1([H])C#N)C([H])([H])C2([H])[H],-67.29351806640625,OK
75403,[H]C#C[C@]1([H])OC2(C([H])([H])C2([H])[H])[C@@]1([H])O[H],-68.1417236328125,OK
75404,[H]O[C@]1([H])C2(O[C@@]1([H])C#N)C([H])([H])C2([H])[H],-64.8337173461914,OK
75405,[H]C(=O)[C@]1([H])C([H])([H])C2(C([H])([H])C2([H])[H])[C@@]1([H])C([H])([H])[H],-82.01461029052734,OK
75406,[H]C(=O)[C@]1([H])C([H])([H])[C@]2(OC2([H])[H])[C@@]1([H])C([H])([H])[H],-74.66143798828125,OK
75407,[H]C(=O)[C@]1([H])OC2(C([H])([H])C2([H])[H])[C@@]1([H])C([H])([H])[H],-74.54981994628906,OK
75408,[H]C(=O)N1C([H])([H])C2(C([H])([H])C2([H])[H])[C@@]1([H])C([H])([H])[H],-77.69169616699219,OK
75409,[H]C(=O)N1C([H])([H])[C@]2(N([H])C2([H])[H])[C@@]1([H])C([H])([H])[H],-72.63176727294922,OK
75410,[H]C(=O)N1C([H])([H])[C@]2(OC2([H])[H])[C@@]1([H])C([H])([H])[H],-70.26358795166016,OK
75411,[H]C(=O)[C@@]1([H])[N@@H+](C([H])([H])[H])C2(C([H])([H])C2([H])[H])C1([H])[H],-76.62291717529297,OK
75412,[H]O[C@]1([H])C2(C([H])([H])C2([H])[H])C([H])([H])[C@@]1([H])C([H])=O,-74.6480484008789,OK
75413,[H]O[C@]1([H])[C@@]2(N([H])C2([H])[H])C([H])([H])[C@@]1([H])C([H])=O,-69.63037872314453,OK
75414,[H]O[C@]1([H])[C@@]2(OC2([H])[H])C([H])([H])[C@@]1([H])C([H])=O,-67.25811767578125,OK
75415,[H]O[C@]1([H])C2(N([H])[C@@]1([H])C([H])=O)C([H])([H])C2([H])[H],-69.61514282226562,OK
75416,[H]O[C@]1([H])C2(O[C@@]1([H])C([H])=O)C([H])([H])C2([H])[H],-67.01158142089844,OK
75417,[H]O[C@]1([H])C(=O)C([H])([H])[C@]1([H])C(=O)C([H])([H])[H],-68.76287841796875,OK
75418,[H][N-][C@@H]1N([H])[C@]([H])(C(=O)C([H])([H])[H])[C@]1([H])O[H],-66.2589111328125,OK
75419,[H]O[C@]1([H])C(=O)N([H])[C@]1([H])C(=O)C([H])([H])[H],-64.46981811523438,OK
75420,[H][N-]C1O[C@]([H])(C(=O)C([H])([H])[H])[C@]1([H])O[H],-63.75505828857422,OK
75421,[H]O[C@]1([H])C(=O)O[C@]1([H])C(=O)C([H])([H])[H],-61.95927047729492,OK
75422,[H]C([H])([H])C(=O)[C@]1([H])C([H])([H])C(=O)[C@@]1([H])C([H])([H])[H],-76.25733184814453,OK
75423,[H]N([H])C(=O)[C@]1([H])C([H])([H])C(=O)[C@@]1([H])C([H])([H])[H],-72.05184173583984,OK
75424,[H]N1C(=O)[C@@]([H])(C([H])([H])[H])[C@]1([H])C(=O)C([H])([H])[H],-71.94165802001953,OK
75425,[H]N([H])C(=O)[C@]1([H])N([H])C(=O)[C@@]1([H])C([H])([H])[H],-67.73037719726562,OK
75426,[H][N-]C1O[C@@]([H])(C(=O)C([H])([H])[H])[C@]1([H])C([H])([H])[H],-71.30638885498047,OK
75427,[H][N-]C1O[C@@]([H])(C(=O)N([H])[H])[C@]1([H])C([H])([H])[H],-67.15558624267578,OK
75428,[H]C([H])([H])C(=O)[C@]1([H])OC(=O)[C@@]1([H])C([H])([H])[H],-69.51873016357422,OK
75429,[H]N([H])C(=O)[C@]1([H])OC(=O)[C@@]1([H])C([H])([H])[H],-65.37299346923828,OK
75430,[H]C([H])([H])C(=O)N1C([H])([H])C(=O)[C@@]1([H])C([H])([H])[H],-71.72367095947266,OK
75431,[H]N([H])C(=O)N1C([H])([H])C(=O)[C@@]1([H])C([H])([H])[H],-67.2585220336914,OK
75432,[H]N([H])C1[N@H+](C([H])([H])[H])[C@]([H])(C(=O)[O-])C1([H])[H],-66.0752944946289,OK
75433,[H]C([H])([H])C(=O)[C@@]1([H])N(C([H])([H])[H])C(=O)C1([H])[H],-71.86882019042969,OK
75434,[H]N([H])C(=O)[C@@]1([H])N(C([H])([H])[H])C(=O)C1([H])[H],-67.63948822021484,OK
75435,[H]O[C@]1([H])C(=O)C([H])([H])[C@]1([H])C(=O)N([H])[H],-64.58219909667969,OK
75436,[H][N-][C@@H]1N([H])[C@]([H])(C(=O)N([H])[H])[C@]1([H])O[H],-62.01685333251953,OK
75437,[H]O[C@]1([H])C(=O)N([H])[C@]1([H])C(=O)N([H])[H],-60.20204162597656,OK
75438,[H][N-][C@@H]1O[C@]([H])(C(=O)N([H])[H])[C@]1([H])O[H],-59.46940612792969,OK
75439,[H]O[C@]1([H])C(=O)O[C@]1([H])C(=O)N([H])[H],-57.584251403808594,OK
75440,[H]N([H])C(=O)[C@]1([H])N([H])C(=O)[C@@]1([H])N([H])[H],-62.7189826965332,OK
75441,[H][N-][C@@H]1O[C@@]([H])(C(=O)N([H])[H])[C@]1([H])N([H])[H],-62.0252571105957,OK
75442,[H]N([H])C(=O)[C@]1([H])OC(=O)[C@@]1([H])N([H])[H],-60.235836029052734,OK
75443,[H]C1([H])C([H])([H])C1([H])[C@]1([H])C([H])([H])C(=O)[C@@]1([H])C([H])([H])[H],-82.32868194580078,OK
75444,[H]C1([H])C(=O)[C@@]([H])(C([H])([H])[H])[C@]1([H])[C@]1([H])OC1([H])[H],-74.8840560913086,OK
75445,[H]C1([H])[NH+]([C@]2([H])C([H])([H])C(=O)[C@@]2([H])C([H])([H])[H])C1([H])[H],-77.11487579345703,OK
75446,[H]N1C(=O)[C@@]([H])(C([H])([H])[H])[C@]1([H])C1([H])C([H])([H])C1([H])[H],-78.13983917236328,OK
75447,[H]N1C(=O)[C@@]([H])(C([H])([H])[H])[C@]1([H])[C@]1([H])N([H])C1([H])[H],-73.02682495117188,OK
75448,[H]N1C(=O)[C@@]([H])(C([H])([H])[H])[C@]1([H])[C@]1([H])OC1([H])[H],-70.5982894897461,OK
75449,[H][N-]C1O[C@@]([H])(C2([H])C([H])([H])C2([H])[H])[C@]1([H])C([H])([H])[H],-77.54739379882812,OK
75450,[H][N-]C1O[C@@]([H])([C@]2([H])N([H])C2([H])[H])[C@]1([H])C([H])([H])[H],-72.4460220336914,OK
75451,[H][N-]C1O[C@@]([H])([C@]2([H])OC2([H])[H])[C@]1([H])C([H])([H])[H],-70.01972198486328,OK
75452,[H]C1([H])C([H])([H])C1([H])[C@]1([H])OC(=O)[C@@]1([H])C([H])([H])[H],-75.77057647705078,OK
75453,[H]N1C([H])([H])[C@]1([H])[C@]1([H])OC(=O)[C@@]1([H])C([H])([H])[H],-70.66329956054688,OK
75454,[H]C([H])([H])[C@]1([H])C(=O)O[C@@]1([H])[C@]1([H])OC1([H])[H],-68.24376678466797,OK
75455,[H]C1([H])C(=O)[C@@]([H])(C([H])([H])[H])[N@@H+]1C1([H])C([H])([H])C1([H])[H],-77.14350128173828,OK
75456,[H]C([H])([H])N1C(=O)C([H])([H])[C@@]1([H])C1([H])C([H])([H])C1([H])[H],-78.07502746582031,OK
75457,[H]N1C([H])([H])[C@]1([H])[C@@]1([H])N(C([H])([H])[H])C(=O)C1([H])[H],-72.95797729492188,OK
75458,[H]C([H])([H])N1C(=O)C([H])([H])[C@@]1([H])[C@]1([H])OC1([H])[H],-70.55591583251953,OK
75459,[H][N-]C1O[C@@]([H])(C2([H])C([H])([H])C2([H])[H])[C@]1([H])N([H])[H],-72.53960418701172,OK
75460,[H][N-][C@@H]1O[C@@]([H])([C@]2([H])N([H])C2([H])[H])[C@]1([H])N([H])[H],-67.43858337402344,OK
75461,[H][N-][C@@H]1O[C@@]([H])([C@]2([H])OC2([H])[H])[C@]1([H])N([H])[H],-65.01726531982422,OK
75462,[H]N([H])[C@]1([H])C(=O)O[C@@]1([H])C1([H])C([H])([H])C1([H])[H],-70.73799133300781,OK
75463,[H]N([H])[C@]1([H])C(=O)O[C@@]1([H])[C@]1([H])N([H])C1([H])[H],-65.63052368164062,OK
75464,[H]N([H])[C@]1([H])C(=O)O[C@@]1([H])[C@]1([H])OC1([H])[H],-63.21853256225586,OK
75465,[H]O[C@]1([H])C(=O)C([H])([H])[C@@]1([H])C1([H])C([H])([H])C1([H])[H],-74.84288024902344,OK
75466,[H]O[C@]1([H])C(=O)C([H])([H])[C@@]1([H])[C@]1([H])N([H])C1([H])[H],-69.75152587890625,OK
75467,[H]O[C@]1([H])C(=O)C([H])([H])[C@@]1([H])[C@]1([H])OC1([H])[H],-67.39972686767578,OK
75468,[H]O[C@]1([H])C(=O)C([H])([H])[C@@]1([H])[NH+]1C([H])([H])C1([H])[H],-69.63079071044922,OK
75469,[H][N-][C@@H]1N([H])[C@@]([H])([C@]2([H])N([H])C2([H])[H])[C@]1([H])O[H],-67.28919219970703,OK
75470,[H][N-][C@@H]1N([H])[C@@]([H])([C@]2([H])OC2([H])[H])[C@]1([H])O[H],-64.84664154052734,OK
75471,[H]O[C@]1([H])C(=O)N([H])[C@@]1([H])C1([H])C([H])([H])C1([H])[H],-70.61565399169922,OK
75472,[H]O[C@]1([H])C(=O)N([H])[C@@]1([H])[C@]1([H])N([H])C1([H])[H],-65.49681091308594,OK
75473,[H]O[C@]1([H])C(=O)N([H])[C@@]1([H])[C@]1([H])OC1([H])[H],-63.0694694519043,OK
75474,[H][N-][C@@H]1O[C@@]([H])(C2([H])C([H])([H])C2([H])[H])[C@]1([H])O[H],-70.04208374023438,OK
75475,[H][N-]C1O[C@@]([H])([C@]2([H])N([H])C2([H])[H])[C@]1([H])O[H],-64.91970825195312,OK
75476,[H][N-][C@@H]1O[C@@]([H])([C@]2([H])OC2([H])[H])[C@]1([H])O[H],-62.49966430664063,OK
75477,[H]O[C@]1([H])C(=O)O[C@@]1([H])C1([H])C([H])([H])C1([H])[H],-68.2034683227539,OK
75478,[H]O[C@]1([H])C(=O)O[C@@]1([H])[C@]1([H])N([H])C1([H])[H],-63.07733154296875,OK
75479,[H]O[C@]1([H])C(=O)O[C@@]1([H])[C@]1([H])OC1([H])[H],-60.66575241088867,OK
75480,[H]C#C[C@]1([H])C([H])([H])[C@@]([H])(C#C[H])C1([H])C([H])([H])[H],-77.71349334716797,OK
75481,[H]C#C[C@]1([H])C([H])([H])[C@@]([H])(C#N)[C@@]1([H])C([H])([H])[H],-74.48660278320312,OK
75482,[H]C([H])([H])C1([H])[C@]([H])(C#N)C([H])([H])[C@@]1([H])C#N,-71.2122573852539,OK
75483,[H]C#C[C@]1([H])N([H])[C@@]([H])(C#N)[C@@]1([H])C([H])([H])[H],-69.28752136230469,OK
75484,[H]N1[C@@]([H])(C#N)C([H])(C([H])([H])[H])[C@]1([H])C#N,-65.97474670410156,OK
75485,[H]C#C[C@]1([H])O[C@@]([H])(C#C[H])C1([H])C([H])([H])[H],-70.10630798339844,OK
75486,[H]C#C[C@]1([H])O[C@@]([H])(C#N)[C@@]1([H])C([H])([H])[H],-66.79895782470703,OK
75487,[H]C([H])([H])C1([H])[C@]([H])(C#N)O[C@@]1([H])C#N,-63.43415832519531,OK
75488,[H]C#C[C@@]1([H])[NH+](C([H])([H])[H])[C@]([H])(C#C[H])C1([H])[H],-72.4032211303711,OK
75489,[H]C#C[C@@]1([H])[N@@H+](C([H])([H])[H])[C@]([H])(C#N)C1([H])[H],-69.13992309570312,OK
75490,[H]C([H])([H])[NH+]1[C@]([H])(C#N)C([H])([H])[C@@]1([H])C#N,-65.83428192138672,OK
75491,[H]N([H])C1([H])[C@]([H])(C#N)C([H])([H])[C@@]1([H])C#N,-66.29641723632812,OK
75492,[H]C#C[C@]1([H])N([H])[C@@]([H])(C#N)[C@@]1([H])N([H])[H],-64.35161590576172,OK
75493,[H]N([H])C1([H])[C@]([H])(C#N)N([H])[C@@]1([H])C#N,-61.0349006652832,OK
75494,[H]C#C[C@]1([H])O[C@@]([H])(C#N)[C@@]1([H])N([H])[H],-61.86781311035156,OK
75495,[H]N([H])C1([H])[C@]([H])(C#N)O[C@@]1([H])C#N,-58.49721908569336,OK
75496,[H]C#C[C@]1([H])C([H])([H])[C@@]([H])(C#C[H])C1([H])O[H],-70.26339721679688,OK
75497,[H]C#C[C@]1([H])C([H])([H])[C@@]([H])(C#N)[C@@]1([H])O[H],-67.03759765625,OK
75498,[H]OC1([H])[C@]([H])(C#N)C([H])([H])[C@@]1([H])C#N,-63.74295425415039,OK
75499,[H]C#C[C@]1([H])N([H])[C@@]([H])(C#C[H])C1([H])O[H],-65.1670913696289,OK
75500,[H]C#C[C@]1([H])N([H])[C@@]([H])(C#N)[C@@]1([H])O[H],-61.85091781616211,OK
75501,[H]OC1([H])[C@]([H])(C#N)N([H])[C@@]1([H])C#N,-58.43964385986328,OK
75502,[H]C#C[C@]1([H])O[C@@]([H])(C#C[H])C1([H])O[H],-62.6073112487793,OK
75503,[H]C#C[C@]1([H])O[C@@]([H])(C#N)[C@@]1([H])O[H],-59.32798385620117,OK
75504,[H]OC1([H])[C@]([H])(C#N)O[C@@]1([H])C#N,-55.94101333618164,OK
75505,[H]C#C[C@]1([H])C([H])([H])[C@@]([H])(C([H])=O)[C@]1([H])C([H])([H])[H],-76.60493469238281,OK
75506,[H]C(=O)[C@]1([H])C([H])([H])[C@@]([H])(C#N)[C@@]1([H])C([H])([H])[H],-73.35670471191406,OK
75507,[H]C#C[C@]1([H])C([H])([H])N(C([H])=O)[C@@]1([H])C([H])([H])[H],-72.3262939453125,OK
75508,[H]C(=O)N1C([H])([H])[C@@]([H])(C#N)[C@]1([H])C([H])([H])[H],-69.02960205078125,OK
75509,[H]C(=O)[C@]1([H])N([H])[C@@]([H])(C#N)[C@@]1([H])C([H])([H])[H],-68.26605224609375,OK
75510,[H]C#C[C@]1([H])O[C@@]([H])(C([H])=O)[C@]1([H])C([H])([H])[H],-68.989990234375,OK
75511,[H]C(=O)[C@]1([H])O[C@@]([H])(C#N)[C@@]1([H])C([H])([H])[H],-65.66189575195312,OK
75512,[H]C#C[C@@]1([H])[N@H+](C([H])([H])[H])[C@]([H])(C([H])=O)C1([H])[H],-71.28833770751953,OK
75513,[H]C(=O)[C@@]1([H])[N@@H+](C([H])([H])[H])[C@]([H])(C#N)C1([H])[H],-68.01622772216797,OK
75514,[H]C#C[C@]1([H])C([H])([H])[C@@]([H])(C([H])=O)[C@]1([H])O[H],-69.312744140625,OK
